Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,OrderFrequency,CustomerValue,InactivityScore,ComplaintRate,EngagementScore
0,13.0,0,1,15.0,4,0,3.0,4,4,3,0,3,0,12.0,1.0,2.0,8.0,162.55,0.1428571428571428,325.1,0.5714285714285714,0.0,6.0
1,0.0,2,1,13.0,0,1,2.0,3,3,4,1,2,1,17.0,0.0,1.0,0.0,124.08,1.0,124.08,0.0,0.5,2.0
0,30.0,1,1,6.0,3,0,3.0,3,5,5,0,4,1,15.0,1.0,1.0,5.0,297.01,0.032258064516129,297.01,0.1612903225806451,0.5,3.0
0,11.0,1,1,31.0,4,0,2.0,4,0,4,0,4,0,17.0,1.0,1.0,3.0,220.61,0.0833333333333333,220.61,0.4705882352941176,0.0,2.0
0,9.0,2,1,6.0,2,0,3.0,4,3,4,2,2,1,11.0,1.0,2.0,2.0,120.7,0.2857142857142857,241.4,0.4705882352941176,0.3333333333333333,6.0
1,9.0,2,1,8.0,4,0,3.0,3,3,5,1,2,1,12.0,1.0,1.0,0.0,120.74,0.2857142857142857,120.74,0.4705882352941176,0.5,3.0
1,1.0,1,1,11.0,1,1,3.0,4,4,5,2,3,0,20.0,2.0,2.0,1.0,154.73,1.0,309.46,0.5,0.0,6.0
1,7.0,0,1,30.0,4,1,3.0,3,3,3,1,4,1,22.0,0.0,1.0,0.0,131.61,0.125,131.61,0.0,0.5,6.0
0,17.0,1,3,11.0,5,1,2.0,3,5,4,0,8,0,11.0,1.0,3.0,10.0,282.13,0.1666666666666666,846.39,0.5555555555555556,0.0,6.0
1,1.0,1,3,20.0,3,1,3.0,4,2,5,1,4,0,18.0,1.0,2.0,3.0,167.33,1.0,334.66,1.5,0.0,6.0
0,4.0,0,1,6.0,4,1,2.0,5,2,5,1,2,0,21.0,1.0,8.0,7.0,150.03,1.6,1200.24,1.4,0.0,16.0
0,9.0,1,1,8.0,4,0,4.0,6,4,1,1,3,0,13.0,2.0,2.0,2.0,154.77,0.2,309.54,0.2,0.0,8.0
0,10.0,1,1,12.0,4,1,4.0,4,2,4,2,10,0,17.0,3.0,4.0,8.0,184.14,0.3636363636363636,736.56,0.7272727272727273,0.0,16.0
0,1.0,0,3,27.0,4,0,3.0,4,2,3,2,3,0,15.0,2.0,2.0,3.0,224.81,1.0,449.62,0.4705882352941176,0.0,6.0
0,15.0,0,1,13.0,0,1,2.0,3,3,1,2,6,1,14.0,1.0,2.0,2.0,125.15,0.125,250.3,0.125,0.3333333333333333,4.0
0,5.0,1,3,9.0,4,1,3.0,4,4,3,1,2,0,20.0,2.0,2.0,3.0,155.67,0.3333333333333333,311.34,0.5,0.0,6.0
0,8.0,2,3,17.0,4,0,3.0,4,4,3,1,3,1,20.0,1.0,2.0,1.0,147.2,0.2222222222222222,294.4,0.1111111111111111,0.3333333333333333,6.0
0,9.0,2,1,17.0,0,0,2.0,3,3,4,1,2,0,13.0,1.0,1.0,2.0,122.44,0.2857142857142857,122.44,0.4705882352941176,0.0,2.0
1,2.0,0,1,8.0,4,1,2.0,3,1,1,1,8,0,11.0,10.0,11.0,3.0,221.69,3.6666666666666665,2438.59,0.4705882352941176,0.0,22.0
0,18.0,1,1,11.0,3,1,3.0,4,2,4,2,11,0,13.0,2.0,3.0,4.0,184.33,0.1578947368421052,552.99,0.2105263157894736,0.0,9.0
0,14.0,0,1,16.0,6,1,3.0,4,2,3,1,5,0,12.0,2.0,2.0,8.0,164.75,0.1333333333333333,329.5,0.5333333333333333,0.0,6.0
0,13.0,0,1,14.0,3,1,3.0,5,5,1,1,3,0,15.0,7.0,14.0,4.0,317.72,1.0,4448.08,0.2857142857142857,0.0,42.0
0,20.0,1,1,22.0,4,1,3.0,4,5,4,1,7,0,15.0,2.0,2.0,4.0,315.81,0.0952380952380952,631.62,0.1904761904761904,0.0,6.0
0,6.0,1,3,15.0,1,0,4.0,5,2,4,1,3,1,12.0,12.0,12.0,10.0,177.28,1.7142857142857142,2127.36,1.4285714285714286,0.0769230769230769,48.0
0,9.0,1,1,6.0,6,0,2.0,3,2,4,0,1,0,15.0,0.0,1.0,5.0,152.28,0.1,152.28,0.5,0.0,2.0
0,2.0,1,3,9.0,3,0,3.0,3,2,3,0,2,0,14.0,0.0,1.0,2.0,155.61,0.3333333333333333,155.61,0.6666666666666666,0.0,3.0
0,24.0,2,1,6.0,4,1,3.0,3,3,1,1,2,0,11.0,1.0,1.0,0.0,127.23,0.04,127.23,0.0,0.0,6.0
0,16.0,1,1,9.0,4,1,3.0,5,5,1,1,4,0,15.0,1.0,1.0,7.0,297.4,0.0588235294117647,297.4,0.4117647058823529,0.0,3.0
0,7.0,1,1,7.0,4,0,3.0,5,2,1,2,2,0,15.0,2.0,2.0,5.0,194.49,0.25,388.98,0.625,0.0,6.0
1,0.0,0,1,22.0,4,0,3.0,5,4,5,2,2,1,22.0,0.0,6.0,7.0,139.19,6.0,835.14,7.0,0.1428571428571428,18.0
1,10.0,0,3,33.0,4,0,3.0,1,2,3,2,5,1,12.0,1.0,1.0,3.0,163.97,0.0909090909090909,163.97,0.2727272727272727,0.5,3.0
0,11.0,0,1,16.0,0,1,3.0,3,3,3,0,1,0,17.0,0.0,1.0,2.0,126.84,0.0833333333333333,126.84,0.1666666666666666,0.0,6.0
0,6.0,0,3,6.0,4,0,2.0,1,2,5,1,3,0,19.0,0.0,1.0,3.0,153.76,0.1428571428571428,153.76,0.4285714285714285,0.0,2.0
0,10.0,1,1,14.0,6,1,4.0,4,4,2,2,4,0,19.0,1.0,2.0,2.0,171.78,0.1818181818181818,343.56,0.1818181818181818,0.0,8.0
0,1.0,0,3,16.0,3,1,3.0,4,4,2,2,3,0,25.0,1.0,3.0,3.0,151.1,1.5,453.3,1.5,0.0,9.0
0,1.0,0,1,23.0,3,1,4.0,2,4,1,1,3,1,14.0,1.0,2.0,1.0,154.35,1.0,308.7,0.5,0.3333333333333333,8.0
0,17.0,2,1,14.0,4,1,3.0,1,3,1,1,3,1,24.0,1.0,1.0,2.0,128.18,0.0555555555555555,128.18,0.1111111111111111,0.5,6.0
1,0.0,2,1,22.0,4,0,3.0,1,3,5,2,2,0,16.0,3.0,15.0,14.0,127.43,15.0,1911.45,14.0,0.0,6.0
1,1.0,1,1,7.0,3,1,3.0,4,4,1,1,11,1,15.0,3.0,3.0,3.0,172.87,1.5,518.61,1.5,0.25,9.0
0,1.0,1,1,31.0,3,1,3.0,4,4,4,2,10,0,23.0,1.0,2.0,3.0,160.97,1.0,321.94,1.5,0.0,6.0
1,0.0,2,1,13.0,1,1,3.0,5,3,2,2,2,1,18.0,1.0,1.0,0.0,123.4,1.0,123.4,0.0,0.5,3.0
0,8.0,2,1,16.0,6,1,2.0,3,4,2,1,2,0,20.0,1.0,1.0,2.0,139.17,0.1111111111111111,139.17,0.2222222222222222,0.0,2.0
0,3.0,1,1,14.0,4,1,3.0,4,2,1,1,3,1,12.0,2.0,2.0,1.0,191.23,0.5,382.46,0.25,0.3333333333333333,6.0
0,17.0,1,1,34.0,4,1,2.0,3,1,5,1,4,0,13.0,1.0,14.0,17.0,263.28,0.7777777777777778,3685.92,0.9444444444444444,0.0,28.0
0,6.0,0,3,31.0,3,0,2.0,3,2,3,0,2,0,12.0,0.0,1.0,1.0,145.39,0.1428571428571428,145.39,0.1428571428571428,0.0,2.0
1,0.0,0,1,15.0,0,1,2.0,3,3,5,2,3,1,11.0,0.0,1.0,0.0,131.72,1.0,131.72,0.0,0.5,2.0
0,0.0,2,1,25.0,6,1,3.0,4,4,5,1,2,0,11.0,0.0,1.0,7.0,140.66,1.0,140.66,7.0,0.0,3.0
0,27.0,1,3,9.0,4,0,4.0,5,1,1,1,4,0,17.0,1.0,4.0,8.0,279.27,0.1428571428571428,1117.08,0.2857142857142857,0.0,16.0
0,2.0,0,1,13.0,4,1,3.0,5,4,3,1,3,1,15.0,2.0,2.0,3.0,152.03,0.6666666666666666,304.06,1.0,0.3333333333333333,6.0
0,16.0,1,1,9.0,4,0,3.0,4,2,1,1,3,0,14.0,1.0,3.0,3.0,165.89,0.1764705882352941,497.67,0.1764705882352941,0.0,9.0
0,18.0,1,1,27.0,4,1,3.0,4,4,4,2,3,0,14.0,2.0,2.0,4.0,159.2,0.1052631578947368,318.4,0.2105263157894736,0.0,6.0
1,1.0,1,3,7.0,1,0,4.0,4,4,4,2,3,1,17.0,2.0,2.0,5.0,157.02,1.0,314.04,2.5,0.3333333333333333,8.0
0,24.0,2,1,16.0,4,1,4.0,4,4,2,0,6,0,19.0,2.0,2.0,1.0,148.8,0.08,297.6,0.04,0.0,8.0
1,0.0,2,1,16.0,3,1,2.0,3,2,5,2,2,0,15.0,0.0,1.0,8.0,142.13,1.0,142.13,8.0,0.0,2.0
0,16.0,1,1,31.0,3,1,3.0,4,0,5,1,3,1,22.0,6.0,6.0,9.0,199.06,0.3529411764705882,1194.36,0.5294117647058824,0.1428571428571428,18.0
0,15.0,1,1,8.0,6,1,3.0,4,2,2,2,4,0,23.0,0.0,1.0,0.0,167.81,0.0625,167.81,0.0,0.0,3.0
0,14.0,2,1,18.0,4,1,2.0,3,4,1,1,4,1,11.0,1.0,1.0,0.0,147.66,0.0666666666666666,147.66,0.0,0.5,2.0
0,11.0,1,1,8.0,3,0,2.0,4,0,3,1,4,1,19.0,1.0,1.0,2.0,177.56,0.0833333333333333,177.56,0.1666666666666666,0.5,2.0
0,4.0,1,1,15.0,4,0,4.0,2,0,5,0,2,1,13.0,1.0,2.0,8.0,239.16000000000005,0.2857142857142857,322.34,1.6,0.0,6.0
0,25.0,1,1,10.0,4,0,1.0,3,1,1,1,3,0,13.0,1.0,1.0,4.0,265.55,0.0384615384615384,265.55,0.1538461538461538,0.0,1.0
1,10.0,0,3,15.0,4,1,2.0,5,1,3,1,8,0,11.0,6.0,14.0,3.0,229.36,1.2727272727272727,3211.04,0.4705882352941176,0.0,28.0
0,10.0,2,1,27.0,4,1,3.0,1,4,5,1,2,1,12.0,1.0,1.0,7.0,135.64,0.0909090909090909,135.64,0.6363636363636364,0.5,3.0
0,3.0,1,3,14.0,6,1,3.0,3,0,3,1,6,0,11.0,2.0,7.0,7.0,172.64,1.75,1208.48,1.75,0.0,21.0
1,0.0,0,1,13.0,4,0,3.0,3,3,3,1,2,1,16.0,0.0,1.0,2.0,128.86,1.0,128.86,2.0,0.5,6.0
1,0.0,1,1,8.0,4,1,2.0,4,4,1,2,2,0,22.0,1.0,1.0,0.0,111.02,1.0,111.02,0.0,0.0,2.0
0,8.0,1,1,12.0,3,1,3.0,5,2,1,1,3,0,15.0,1.0,5.0,14.0,164.86,0.5555555555555556,824.3000000000001,1.5555555555555556,0.0,15.0
0,19.0,0,3,33.0,5,1,3.0,5,2,5,1,3,0,16.0,1.0,5.0,6.0,168.85,0.25,844.25,0.3,0.0,15.0
0,5.0,1,1,15.0,4,0,4.0,4,2,1,2,3,0,24.0,2.0,2.0,9.0,169.24,0.3333333333333333,338.48,1.5,0.0,8.0
0,15.0,1,1,24.0,4,1,2.0,3,2,5,1,7,1,17.0,0.0,1.0,2.0,154.1,0.0625,154.1,0.125,0.5,2.0
0,13.0,0,1,15.0,4,1,3.0,4,2,1,1,10,0,14.0,0.0,1.0,2.0,148.76,0.0714285714285714,148.76,0.1428571428571428,0.0,3.0
1,13.0,2,3,9.0,5,1,3.0,4,3,3,0,2,1,14.0,0.0,1.0,2.0,126.83,0.0714285714285714,126.83,0.1428571428571428,0.5,6.0
0,2.0,1,1,27.0,4,0,2.0,1,0,5,1,2,0,11.0,6.0,8.0,8.0,199.8,2.6666666666666665,1598.4,2.6666666666666665,0.0,16.0
0,15.0,1,1,21.0,4,1,3.0,4,4,3,1,6,0,13.0,2.0,2.0,9.0,149.51,0.125,299.02,0.5625,0.0,6.0
0,14.0,2,1,17.0,4,0,3.0,2,4,3,1,5,1,14.0,1.0,2.0,8.0,147.13,0.1333333333333333,294.26,0.5333333333333333,0.3333333333333333,6.0
1,10.0,0,1,35.0,4,1,2.0,3,0,4,0,2,1,12.0,5.0,9.0,3.0,218.49,0.8181818181818182,1966.41,0.4705882352941176,0.1,18.0
0,18.0,1,1,31.0,4,0,3.0,4,2,1,1,1,0,13.0,0.0,3.0,8.0,159.06,0.1578947368421052,477.18,0.4210526315789473,0.0,9.0
0,25.0,1,1,10.0,4,0,1.0,3,1,1,1,3,0,13.0,1.0,1.0,4.0,265.55,0.0384615384615384,265.55,0.1538461538461538,0.0,1.0
0,8.0,1,1,36.0,3,1,3.0,4,2,3,1,6,0,14.0,6.0,8.0,8.0,179.29,0.8888888888888888,1434.32,0.8888888888888888,0.0,24.0
0,12.0,1,1,6.0,4,0,3.0,4,1,1,1,2,0,16.0,9.0,11.0,3.0,227.42,0.8461538461538461,2501.62,0.4705882352941176,0.0,33.0
0,14.0,1,3,14.0,3,1,3.0,4,5,4,2,3,0,15.0,2.0,13.0,9.0,323.33,0.8666666666666667,4203.29,0.6,0.0,39.0
0,20.0,1,2,12.0,3,1,4.0,4,2,4,1,3,1,23.0,2.0,2.0,3.0,175.21,0.0952380952380952,350.42,0.1428571428571428,0.3333333333333333,8.0
0,20.0,1,1,31.0,3,1,2.0,3,0,3,2,3,0,23.0,1.0,12.0,11.0,186.33,0.5714285714285714,2235.96,0.5238095238095238,0.0,24.0
0,7.0,1,1,35.0,4,1,4.0,4,2,3,1,3,1,13.0,5.0,6.0,8.0,177.07,0.75,1062.42,1.0,0.1428571428571428,24.0
0,12.0,1,3,17.0,5,1,4.0,5,0,3,1,2,1,15.0,2.0,3.0,3.0,212.4,0.2307692307692307,637.2,0.4705882352941176,0.25,12.0
0,19.0,1,1,36.0,2,1,3.0,4,0,1,1,6,1,19.0,2.0,2.0,3.0,218.8,0.1,437.6,0.4705882352941176,0.3333333333333333,6.0
0,8.0,1,1,15.0,3,1,2.0,3,2,3,2,2,0,19.0,0.0,1.0,8.0,150.98,0.1111111111111111,150.98,0.8888888888888888,0.0,2.0
0,8.0,2,3,17.0,4,0,3.0,4,4,3,0,3,1,20.0,1.0,2.0,1.0,147.2,0.2222222222222222,294.4,0.1111111111111111,0.3333333333333333,6.0
0,9.0,0,1,25.0,4,1,4.0,4,2,3,1,3,1,15.0,2.0,2.0,3.0,181.89,0.2,363.78,0.3,0.3333333333333333,8.0
0,16.0,0,2,9.0,3,1,4.0,2,2,5,0,9,0,17.0,1.0,2.0,4.0,187.72,0.1176470588235294,375.44,0.2352941176470588,0.0,8.0
0,26.0,1,1,14.0,4,1,3.0,4,0,4,2,9,0,20.0,4.0,5.0,3.0,229.45,0.1851851851851851,1147.25,0.4705882352941176,0.0,15.0
1,0.0,2,1,21.0,6,1,2.0,3,2,3,1,8,0,14.0,0.0,1.0,0.0,148.34,1.0,148.34,0.0,0.0,2.0
0,11.0,1,1,6.0,4,0,2.0,3,0,3,2,5,1,14.0,0.0,1.0,0.0,178.61,0.0833333333333333,178.61,0.0,0.5,2.0
0,17.0,1,1,22.0,4,1,4.0,5,1,3,1,3,0,15.0,5.0,7.0,12.0,301.03,0.3888888888888889,2107.21,0.6666666666666666,0.0,28.0
0,3.0,1,3,11.0,4,0,2.0,3,0,2,0,3,0,12.0,2.0,7.0,4.0,194.19,1.75,1359.33,1.0,0.0,14.0
0,3.0,1,1,35.0,3,0,4.0,5,4,5,2,3,0,15.0,1.0,2.0,5.0,162.85,0.5,325.7,1.25,0.0,8.0
0,1.0,1,1,7.0,4,0,3.0,5,4,3,1,3,1,14.0,1.0,2.0,1.0,154.33,1.0,308.66,0.5,0.3333333333333333,6.0
0,3.0,0,3,27.0,1,0,3.0,4,4,2,0,3,0,16.0,1.0,2.0,3.0,146.57,0.5,293.14,0.75,0.0,6.0
0,24.0,0,1,27.0,3,1,3.0,4,1,3,1,4,1,16.0,4.0,2.0,14.0,237.45,0.2857142857142857,322.34,0.56,0.0,6.0
0,2.0,0,1,23.0,3,1,3.0,4,4,3,2,3,0,15.0,1.0,2.0,5.0,146.44,0.6666666666666666,292.88,1.6666666666666667,0.0,6.0
0,26.0,1,3,14.0,5,1,3.0,3,1,1,1,6,0,14.0,2.0,2.0,3.0,218.36,0.074074074074074,436.72,0.4705882352941176,0.0,6.0
0,1.0,0,3,13.0,4,1,2.0,3,2,5,2,1,0,14.0,1.0,1.0,3.0,148.98,0.5,148.98,1.5,0.0,2.0
1,8.0,0,3,32.0,4,0,3.0,3,2,5,1,3,0,14.0,0.0,1.0,0.0,142.86,0.1111111111111111,142.86,0.0,0.0,3.0
0,4.0,0,1,11.0,3,1,3.0,3,2,5,2,1,0,19.0,1.0,1.0,7.0,199.36,0.2,199.36,1.4,0.0,3.0
0,19.0,1,3,16.0,5,1,4.0,4,0,5,1,6,1,13.0,1.0,2.0,3.0,232.61,0.2857142857142857,322.34,0.15,0.0,6.0
0,1.0,1,1,11.0,4,1,3.0,2,2,4,1,3,1,21.0,2.0,2.0,4.0,186.42,1.0,372.84,2.0,0.3333333333333333,6.0
0,12.0,1,1,36.0,1,1,3.0,4,2,2,0,5,0,19.0,1.0,2.0,8.0,187.61,0.1538461538461538,375.22,0.6153846153846154,0.0,6.0
0,25.0,1,1,9.0,3,1,2.0,4,0,3,1,3,1,14.0,1.0,1.0,4.0,179.69,0.0384615384615384,179.69,0.1538461538461538,0.5,2.0
0,14.0,2,1,7.0,4,1,3.0,4,4,4,0,5,0,23.0,2.0,2.0,4.0,148.87,0.1333333333333333,297.74,0.2666666666666666,0.0,6.0
0,1.0,2,1,13.0,3,0,4.0,5,4,3,1,2,0,13.0,2.0,2.0,4.0,146.87,1.0,293.74,2.0,0.0,8.0
1,0.0,2,3,19.0,3,1,2.0,3,2,5,1,3,0,17.0,0.0,1.0,2.0,142.33,1.0,142.33,2.0,0.0,2.0
0,10.0,2,1,16.0,4,1,2.0,3,2,4,2,3,1,12.0,0.0,1.0,1.0,141.97,0.0909090909090909,141.97,0.0909090909090909,0.5,2.0
0,6.0,1,1,11.0,4,1,2.0,4,0,1,1,5,0,15.0,1.0,1.0,2.0,171.19,0.1428571428571428,171.19,0.2857142857142857,0.0,2.0
0,29.0,1,3,33.0,5,1,3.0,5,5,1,1,3,0,15.0,3.0,3.0,14.0,320.86,0.1,962.58,0.4666666666666667,0.0,9.0
0,1.0,1,2,32.0,4,0,4.0,4,4,3,1,3,0,24.0,3.0,6.0,8.0,154.42,3.0,926.52,4.0,0.0,24.0
0,6.0,2,1,10.0,3,0,2.0,4,4,4,1,9,0,11.0,1.0,1.0,2.0,138.38,0.1428571428571428,138.38,0.2857142857142857,0.0,2.0
1,18.0,1,1,8.0,3,1,3.0,3,5,5,1,6,1,15.0,1.0,1.0,4.0,298.59,0.0526315789473684,298.59,0.2105263157894736,0.5,3.0
0,2.0,1,1,13.0,4,1,2.0,3,2,1,1,2,1,11.0,1.0,1.0,0.0,166.23,0.3333333333333333,166.23,0.0,0.5,2.0
0,6.0,0,1,36.0,3,0,4.0,4,4,3,2,11,0,13.0,6.0,8.0,8.0,165.25,1.1428571428571428,1322.0,1.1428571428571428,0.0,32.0
1,9.0,0,1,16.0,0,0,3.0,4,4,4,2,2,1,25.0,1.0,1.0,0.0,118.59,0.2857142857142857,118.59,0.4705882352941176,0.5,3.0
0,9.0,2,2,14.0,0,0,3.0,1,3,4,2,10,0,18.0,0.0,1.0,2.0,121.09,0.2857142857142857,121.09,0.4705882352941176,0.0,3.0
1,1.0,1,3,11.0,3,1,3.0,6,0,2,0,3,0,12.0,8.0,10.0,3.0,229.0,5.0,2290.0,0.4705882352941176,0.0,30.0
0,5.0,0,1,7.0,3,1,3.0,6,2,3,1,2,0,13.0,1.0,2.0,5.0,168.45,0.3333333333333333,336.9,0.8333333333333334,0.0,6.0
0,25.0,1,1,10.0,2,0,3.0,4,0,3,1,4,0,12.0,3.0,2.0,3.0,256.16,0.2857142857142857,322.34,0.1153846153846153,0.0,6.0
0,12.0,1,1,7.0,4,0,3.0,4,4,5,2,5,0,18.0,1.0,2.0,1.0,151.19,0.1538461538461538,302.38,0.0769230769230769,0.0,6.0
1,14.0,0,1,14.0,4,1,2.0,5,0,1,2,3,0,15.0,1.0,1.0,3.0,206.5,0.0666666666666666,206.5,0.2,0.0,2.0
0,19.0,2,1,16.0,4,1,3.0,4,2,4,1,10,0,19.0,2.0,2.0,16.0,148.48,0.1,296.96,0.8,0.0,6.0
0,27.0,1,3,9.0,5,0,2.0,3,2,5,1,3,0,14.0,1.0,1.0,5.0,159.4,0.0357142857142857,159.4,0.1785714285714285,0.0,2.0
0,7.0,1,1,14.0,3,0,3.0,3,2,3,2,4,0,11.0,0.0,4.0,3.0,161.42,0.5,645.68,0.375,0.0,12.0
0,2.0,1,3,25.0,4,1,3.0,4,2,3,1,2,0,14.0,1.0,1.0,4.0,186.2,0.3333333333333333,186.2,1.3333333333333333,0.0,3.0
0,2.0,1,3,16.0,4,1,4.0,4,2,2,2,3,0,17.0,2.0,2.0,8.0,177.53,0.6666666666666666,355.06,2.6666666666666665,0.0,8.0
0,16.0,1,1,20.0,3,1,4.0,2,2,5,1,7,0,19.0,2.0,2.0,1.0,180.38,0.1176470588235294,360.76,0.0588235294117647,0.0,8.0
1,9.0,1,1,12.0,4,1,3.0,1,4,5,0,2,1,21.0,1.0,1.0,0.0,116.01,0.2857142857142857,116.01,0.4705882352941176,0.5,3.0
0,17.0,0,1,34.0,4,0,3.0,4,0,5,0,10,0,12.0,1.0,2.0,2.0,233.2,0.2857142857142857,322.34,0.1111111111111111,0.0,6.0
0,0.0,2,1,7.0,1,1,2.0,3,3,1,1,5,0,11.0,0.0,1.0,2.0,132.29,1.0,132.29,2.0,0.0,2.0
0,5.0,1,1,9.0,4,0,2.0,3,0,2,2,4,0,15.0,3.0,7.0,3.0,211.59,1.1666666666666667,1481.13,0.4705882352941176,0.0,14.0
0,19.0,0,3,9.0,4,0,4.0,4,2,3,1,6,0,23.0,4.0,6.0,8.0,176.54,0.3,1059.24,0.4,0.0,24.0
0,3.0,0,1,13.0,0,0,2.0,3,3,2,2,1,0,14.0,5.0,6.0,7.0,125.64,1.5,753.84,1.75,0.0,12.0
1,15.0,1,3,11.0,4,1,3.0,3,0,4,2,10,1,19.0,7.0,7.0,7.0,184.46,0.4375,1291.22,0.4375,0.125,21.0
0,1.0,1,3,25.0,4,1,4.0,2,2,3,0,4,0,12.0,1.0,2.0,3.0,187.32,1.0,374.64,1.5,0.0,8.0
0,6.0,2,1,9.0,1,1,4.0,4,4,5,2,3,0,15.0,1.0,2.0,3.0,149.39,0.2857142857142857,298.78,0.4285714285714285,0.0,8.0
0,27.0,0,1,17.0,3,0,2.0,3,1,1,1,4,0,20.0,1.0,2.0,12.0,260.32,0.2857142857142857,322.34,0.4285714285714285,0.0,6.0
0,10.0,1,1,11.0,4,1,3.0,5,2,2,2,3,0,17.0,2.0,2.0,9.0,183.1,0.1818181818181818,366.2,0.8181818181818182,0.0,6.0
0,7.0,0,3,24.0,4,1,3.0,4,1,3,2,3,0,15.0,6.0,7.0,1.0,299.44,0.875,2096.08,0.125,0.0,21.0
0,6.0,1,1,10.0,4,0,3.0,4,0,2,2,5,0,16.0,4.0,2.0,8.0,236.59,0.2857142857142857,322.34,1.1428571428571428,0.0,6.0
0,5.0,1,1,19.0,3,0,3.0,4,2,2,0,2,1,12.0,1.0,9.0,6.0,183.55,1.5,1651.95,1.0,0.1,27.0
0,1.0,0,1,15.0,4,1,3.0,6,4,3,1,3,0,20.0,2.0,2.0,3.0,171.21,1.0,342.42,1.5,0.0,6.0
1,0.0,1,1,8.0,4,1,2.0,4,4,2,2,2,0,22.0,0.0,1.0,0.0,111.02,1.0,111.02,0.0,0.0,2.0
0,17.0,0,1,28.0,3,1,4.0,4,4,1,1,9,0,21.0,2.0,2.0,3.0,147.58,0.1111111111111111,295.16,0.1666666666666666,0.0,8.0
0,0.0,2,3,16.0,5,0,3.0,3,2,3,1,2,1,12.0,0.0,1.0,3.0,142.6,1.0,142.6,3.0,0.5,3.0
0,9.0,0,1,11.0,6,1,3.0,5,4,1,1,3,0,14.0,2.0,3.0,3.0,148.76,0.3,446.28,0.3,0.0,9.0
0,7.0,1,1,14.0,3,1,3.0,4,0,3,1,2,0,12.0,2.0,2.0,8.0,241.91000000000005,0.2857142857142857,322.34,1.0,0.0,6.0
0,10.0,1,1,16.0,3,1,3.0,5,2,4,1,4,1,12.0,2.0,2.0,3.0,213.47,0.1818181818181818,426.94,0.4705882352941176,0.3333333333333333,6.0
0,1.0,0,3,27.0,4,0,3.0,4,2,3,2,3,0,15.0,2.0,2.0,3.0,224.81,1.0,449.62,0.4705882352941176,0.0,6.0
1,0.0,0,3,25.0,5,1,3.0,2,2,2,2,9,1,13.0,1.0,1.0,4.0,153.04,1.0,153.04,4.0,0.5,3.0
1,8.0,0,1,31.0,4,1,3.0,4,4,3,1,5,1,23.0,1.0,2.0,1.0,156.61,0.2222222222222222,313.22,0.1111111111111111,0.3333333333333333,6.0
0,19.0,1,1,21.0,4,1,2.0,3,5,4,1,6,0,11.0,1.0,1.0,3.0,290.81,0.05,290.81,0.15,0.0,2.0
1,0.0,1,1,21.0,3,1,2.0,3,0,3,0,8,1,12.0,0.0,2.0,7.0,236.1,0.2857142857142857,322.34,7.0,0.0,6.0
0,4.0,0,1,10.0,3,0,4.0,4,4,3,1,3,0,21.0,2.0,2.0,1.0,145.83,0.4,291.66,0.2,0.0,8.0
0,16.0,0,1,17.0,1,1,3.0,4,4,3,1,5,0,23.0,4.0,4.0,4.0,154.36,0.2352941176470588,617.44,0.2352941176470588,0.0,12.0
0,5.0,1,1,9.0,4,1,3.0,4,4,1,1,2,1,19.0,3.0,3.0,3.0,151.95,0.5,455.85,0.5,0.25,9.0
0,10.0,1,1,6.0,1,0,2.0,3,0,1,2,5,0,17.0,1.0,1.0,2.0,174.91,0.0909090909090909,174.91,0.1818181818181818,0.0,2.0
0,16.0,1,1,19.0,3,1,3.0,4,4,4,1,10,0,23.0,2.0,2.0,5.0,152.66,0.1176470588235294,305.32,0.2941176470588235,0.0,6.0
1,0.0,0,1,20.0,6,0,2.0,3,0,1,2,1,1,12.0,4.0,7.0,7.0,175.53,7.0,1228.71,7.0,0.125,14.0
0,22.0,1,3,9.0,5,1,3.0,2,2,4,1,5,0,13.0,1.0,3.0,3.0,206.2,0.1304347826086956,618.5999999999999,0.1304347826086956,0.0,9.0
1,1.0,2,3,14.0,4,1,4.0,4,4,1,1,3,1,22.0,2.0,2.0,3.0,147.75,1.0,295.5,1.5,0.3333333333333333,8.0
0,4.0,2,1,26.0,4,1,2.0,3,2,3,1,2,0,11.0,0.0,1.0,2.0,141.97,0.2,141.97,0.4,0.0,2.0
1,1.0,1,1,35.0,3,1,3.0,3,2,5,0,8,1,19.0,0.0,1.0,0.0,166.73,0.5,166.73,0.0,0.5,3.0
0,27.0,1,3,9.0,5,0,2.0,3,2,5,1,3,0,14.0,1.0,1.0,5.0,159.4,0.0357142857142857,159.4,0.1785714285714285,0.0,2.0
1,0.0,0,1,34.0,4,1,3.0,4,2,5,2,4,0,20.0,0.0,1.0,3.0,142.84,1.0,142.84,3.0,0.0,3.0
0,13.0,1,1,12.0,4,0,3.0,3,1,3,2,8,0,15.0,4.0,2.0,13.0,232.37,0.2857142857142857,322.34,0.9285714285714286,0.0,6.0
0,27.0,2,1,15.0,4,0,3.0,3,2,3,1,4,0,11.0,1.0,2.0,3.0,128.97,0.0714285714285714,257.94,0.1071428571428571,0.0,6.0
